Rk;Player;Salary;Team
1;Al Horford;12000000;ATL
2;Paul Millsap;9500000;ATL
3;Jeff Teague;8000000;ATL
4;Kyle Korver;6253521;ATL
5;Thabo Sefolosha;4150000;ATL
6;Mike Scott;3333333;ATL
7;DeMarre Carroll;2442455;ATL
8;Shelvin Mack;2433333;ATL
9;Kent Bazemore;2000000;ATL
10;Elton Brand;2000000;ATL
11;Dennis Schroder;1690680;ATL
12;John Jenkins;1312920;ATL
13;Pero Antic;1250000;ATL
14;John Salmons;1000000;ATL
15;Mike Muscala;816482;ATL
16;Austin Daye;125104;ATL
17;Jarell Eddie;29843;ATL
1;Gerald Wallace;10105855;BOS
2;Isaiah Thomas;7238606;BOS
3;Avery Bradley;7191011;BOS
4;Brandon Bass;6900000;BOS
5;Jonas Jerebko;4500000;BOS
6;Marcus Smart;3283320;BOS
7;Evan Turner;3278000;BOS
8;Will Bynum;2915908;BOS
9;Nate Robinson;2106720;BOS
10;Vitor Faverani;2090000;BOS
11;Kelly Olynyk;2075760;BOS
12;Luigi Datome;1750000;BOS
13;Tyler Zeller;1703760;BOS
14;James Young;1674480;BOS
15;Jared Sullinger;1424520;BOS
16;Jae Crowder;915243;BOS
17;Chris Douglas-Roberts;915243;BOS
18;Phil Pressey;816482;BOS
19;Erik Murphy;100000;BOS
20;Andre Dawkins;59686;BOS
21;Chris Babb;48028;BOS
1;Joe Johnson;23180790;BRK
2;Deron Williams;19754465;BRK
3;Brook Lopez;15719063;BRK
4;Thaddeus Young;9410870;BRK
5;Jarrett Jack;6300000;BRK
6;Travis Outlaw;4000000;BRK
7;Mirza Teletovic;3368100;BRK
8;Bojan Bogdanovic;3278000;BRK
9;Sergey Karasev;1533840;BRK
10;Mason Plumlee;1357080;BRK
11;Alan Anderson;1276061;BRK
12;Jerome Jordan;915243;BRK
13;Darius Morris;702756;BRK
14;Markel Brown;507336;BRK
15;Cory Jefferson;507336;BRK
16;Earl Clark;62552;BRK
1;Al Jefferson;13666667;CHO
2;Tyrus Thomas;9388000;CHO
3;Lance Stephenson;9000000;CHO
4;Marvin Williams;7000000;CHO
5;Gerald Henderson;6000000;CHO
6;Michael Kidd-Gilchrist;5016960;CHO
7;Cody Zeller;4030560;CHO
8;Bismack Biyombo;3873398;CHO
9;Mo Williams;3750000;CHO
10;Kemba Walker;3272091;CHO
11;Brian Roberts;2732000;CHO
12;Noah Vonleh;2524200;CHO
13;Jannero Pargo;1448490;CHO
14;Jason Maxiell;1316809;CHO
15;P.J. Hairston;1149720;CHO
16;Jeffery Taylor;915243;CHO
17;Troy Daniels;816482;CHO
18;Elliot Williams;53838;CHO
1;Derrick Rose;18862875;CHI
2;Carlos Boozer;13550000;CHI
3;Joakim Noah;12200000;CHI
4;Taj Gibson;8000000;CHI
5;Pau Gasol;7128000;CHI
6;Nikola Mirotic;5305000;CHI
7;Mike Dunleavy;3326235;CHI
8;Kirk Hinrich;2730000;CHI
9;Doug McDermott;2277960;CHI
10;Jimmy Butler;2008748;CHI
11;Tony Snell;1472400;CHI
12;Nazr Mohammed;1448490;CHI
13;Aaron Brooks;1145685;CHI
14;ETwaun Moore;948163;CHI
15;Cameron Bairstow;507336;CHI
16;Richard Hamilton;333333;CHI
1;LeBron James;20644400;CLE
2;Kevin Love;15719062;CLE
3;Anderson Varejao;9704595;CLE
4;Kyrie Irving;7070730;CLE
5;J.R. Smith;6516000;CLE
6;Tristan Thompson;5138430;CLE
7;Timofey Mozgov;4650000;CLE
8;Mike Miller;2732000;CLE
9;Iman Shumpert;2616975;CLE
10;Brendan Haywood;2213688;CLE
11;James Jones;1448490;CLE
12;Shawn Marion;1448490;CLE
13;Joe Harris;884879;CLE
14;Matthew Dellavedova;816482;CLE
15;Kendrick Perkins;434547;CLE
1;Chandler Parsons;14700000;DAL
2;Tyson Chandler;14598888;DAL
3;Rajon Rondo;12909091;DAL
4;Monta Ellis;8360000;DAL
5;Dirk Nowitzki;7974482;DAL
6;Brendan Haywood;7798000;DAL
7;Devin Harris;3878000;DAL
8;Raymond Felton;3793693;DAL
9;Richard Jefferson;1448490;DAL
10;Charlie Villanueva;1316809;DAL
11;Jose Barea;1310286;DAL
12;Al-Farouq Aminu;981084;DAL
13;Greg Smith;948163;DAL
14;Bernard James;915243;DAL
15;Ricky Ledo;816482;DAL
16;Gal Mekel;816482;DAL
17;Dwight Powell;507336;DAL
18;Amare Stoudemire;485670;DAL
19;Bernard James;236866;DAL
20;Eric Griffin;150000;DAL
21;Ivan Johnson;25000;DAL
1;Ty Lawson;11595506;DEN
2;Danilo Gallinari;10854850;DEN
3;Wilson Chandler;6757913;DEN
4;J.J. Hickson;5381750;DEN
5;Darrell Arthur;3457149;DEN
6;Randy Foye;3135000;DEN
7;Jameer Nelson;2732000;DEN
8;Kenneth Faried;2249768;DEN
9;Joffrey Lauvergne;1790280;DEN
10;Jusuf Nurkic;1762680;DEN
11;Gary Harris;1519200;DEN
12;Victor Claver;1370000;DEN
13;Shavlik Randolph;1227985;DEN
14;Will Barton;915243;DEN
15;Ian Clark;816482;DEN
16;Erick Green;507336;DEN
17;Quincy Miller;150000;DEN
18;Jerrelle Benimon;35000;DEN
19;Jamaal Franklin;19914;DEN
1;Josh Smith;14000000;DET
2;Brandon Jennings;8000000;DET
3;Ersan Ilyasova;7900000;DET
4;Tayshaun Prince;7707865;DET
5;Jodie Meeks;6000000;DET
6;Greg Monroe;5479934;DET
7;Joel Anthony;3800000;DET
8;Anthony Tolliver;3000000;DET
9;Kentavious Caldwell-Pope;2772480;DET
10;Andre Drummond;2568360;DET
11;Reggie Jackson;2204370;DET
12;Aaron Gray;1227985;DET
13;Cartier Martin;1145685;DET
14;Spencer Dinwiddie;700000;DET
15;John Lucas;123827;DET
16;Quincy Miller;107676;DET
1;David Lee;15012000;GSW
2;Andrew Bogut;12972973;GSW
3;Andre Iguodala;12289544;GSW
4;Stephen Curry;10629213;GSW
5;Shaun Livingston;5305000;GSW
6;Marreese Speights;3657500;GSW
7;Klay Thompson;3075880;GSW
8;Harrison Barnes;3049920;GSW
9;Leandro Barbosa;1448490;GSW
10;Brandon Rush;1145685;GSW
11;Festus Ezeli;1112880;GSW
12;Nemanja Nedovic;1104240;GSW
13;Draymond Green;915243;GSW
14;Justin Holiday;816482;GSW
15;Ognjen Kuzmic;816482;GSW
16;James Michael McAdoo;167122;GSW
17;Aaron Craft;35000;GSW
18;Mitchell Watt;35000;GSW
19;Sean Kilpatrick;35000;GSW
1;Dwight Howard;21436271;HOU
2;James Harden;14728844;HOU
3;Trevor Ariza;8579089;HOU
4;Luis Scola;6541000;HOU
5;Luis Scola;6172538;HOU
6;Jason Terry;5850313;HOU
7;Kostas Papanikolaou;4800000;HOU
8;Corey Brewer;4702500;HOU
9;Josh Smith;2077000;HOU
10;Pablo Prigioni;1662961;HOU
11;Terrence Jones;1618680;HOU
12;Donatas Motiejunas;1483920;HOU
13;Francisco Garcia;1316809;HOU
14;Clint Capela;1189200;HOU
15;Ish Smith;981084;HOU
16;Jeff Adrien;981084;HOU
17;Joey Dorsey;948163;HOU
18;Patrick Beverley;915243;HOU
19;Nick Johnson;507336;HOU
20;K.J. McDaniels;507336;HOU
21;Robert Covington;150000;HOU
22;Akil Mitchell;150000;HOU
1;Paul George;15925680;IND
2;Roy Hibbert;14898938;IND
3;David West;12000000;IND
4;George Hill;8000000;IND
5;Luis Scola;4868499;IND
6;C.J. Miles;4205000;IND
7;Ian Mahinmi;4000000;IND
8;Chris Copeland;3135000;IND
9;C.J. Watson;2106720;IND
10;Solomon Hill;1302840;IND
11;Rodney Stuckey;1227985;IND
12;Damjan Rudez;1100000;IND
13;Donald Sloan;948163;IND
14;Lavoy Allen;948163;IND
15;Shayne Whittington;507336;IND
1;Chris Paul;20068563;LAC
2;Blake Griffin;17674612;LAC
3;DeAndre Jordan;11440124;LAC
4;J.J. Redick;6583500;LAC
5;Jamal Crawford;5450000;LAC
6;Spencer Hawes;5305000;LAC
7;Matt Barnes;3396250;LAC
8;Austin Rivers;2439840;LAC
9;Jordan Farmar;2077000;LAC
10;Hedo Turkoglu;1448490;LAC
11;Glen Davis;1227985;LAC
12;C.J. Wilcox;1109760;LAC
13;Ekpe Udoh;981084;LAC
14;Carlos Delfino;650000;LAC
15;Dahntay Jones;387632;LAC
16;Miroslav Raduljica;300000;LAC
17;Nate Robinson;154918;LAC
18;Jordan Hamilton;150591;LAC
19;Lester Hudson;55774;LAC
1;Kobe Bryant;23500000;LAL
2;Steve Nash;9701000;LAL
3;Jordan Hill;9000000;LAL
4;Jeremy Lin;8374646;LAL
5;Nick Young;4994420;LAL
6;Carlos Boozer;3250000;LAL
7;Julius Randle;2997360;LAL
8;Ryan Kelly;1650000;LAL
9;Ronnie Price;1316809;LAL
10;Xavier Henry;1082000;LAL
11;Wayne Ellington;1063384;LAL
12;Wesley Johnson;981084;LAL
13;Ed Davis;981084;LAL
14;Robert Sacre;915243;LAL
15;Jordan Clarkson;507336;LAL
16;Tarik Black;507336;LAL
17;Dwight Buycks;48028;LAL
18;Jabari Brown;44765;LAL
1;Zach Randolph;16500000;MEM
2;Marc Gasol;15829688;MEM
3;Jeff Green;9445000;MEM
4;Mike Conley;8894216;MEM
5;Courtney Lee;5450000;MEM
6;Tony Allen;4831461;MEM
7;Vince Carter;3911981;MEM
8;Kosta Koufos;3000000;MEM
9;Beno Udrih;2077000;MEM
10;Jordan Adams;1344120;MEM
11;Jon Leuer;967500;MEM
12;Nick Calathes;816482;MEM
13;Russ Smith;816482;MEM
14;Jarnell Stokes;725000;MEM
15;Fab Melo;437080;MEM
16;Jamaal Franklin;163296;MEM
17;Tyrus Thomas;72234;MEM
18;JaMychal Green;59686;MEM
1;Chris Bosh;20644400;MIA
2;Dwyane Wade;15000000;MIA
3;Luol Deng;9714461;MIA
4;Goran Dragic;7500000;MIA
5;Mike Miller;6600000;MIA
6;Chris Andersen;5375000;MIA
7;Josh McRoberts;5305000;MIA
8;Mario Chalmers;4000000;MIA
9;Udonis Haslem;2732000;MIA
10;Zoran Dragic;1962103;MIA
11;Shabazz Napier;1238640;MIA
12;Hassan Whiteside;769881;MIA
13;James Ennis;507336;MIA
14;Tyler Johnson;507336;MIA
15;Michael Beasley;330226;MIA
16;Henry Walker;115422;MIA
17;Khem Birch;50000;MIA
1;Larry Sanders;11000000;MIL
2;O.J. Mayo;8000000;MIL
3;Drew Gooden;6680000;MIL
4;Zaza Pachulia;5200000;MIL
5;Jabari Parker;4930560;MIL
6;Caron Butler;4500000;MIL
7;Jared Dudley;4250000;MIL
8;Jerryd Bayless;3000000;MIL
9;Michael Carter-Williams;2300040;MIL
10;John Henson;1987320;MIL
11;Giannis Antetokounmpo;1873200;MIL
12;Tyler Ennis;1590720;MIL
13;Shawne Williams;1227985;MIL
14;Miles Plumlee;1169880;MIL
15;Khris Middleton;915243;MIL
16;Damien Inglis;820000;MIL
17;Nate Wolters;816482;MIL
18;Johnny OBryant;600000;MIL
19;Kenyon Martin;414551;MIL
20;Chris Johnson;107674;MIL
21;Jorge Gutierrez;59686;MIL
1;Nikola Pekovic;12100000;MIN
2;Kevin Garnett;12000000;MIN
3;Kevin Martin;6792500;MIN
4;Anthony Bennett;5563920;MIN
5;Andrew Wiggins;5510640;MIN
6;Ricky Rubio;5070686;MIN
7;Chase Budinger;5000000;MIN
8;Gary Neal;3250000;MIN
9;Zach LaVine;2055840;MIN
10;Shabazz Muhammad;1971960;MIN
11;Adreian Payne;1855320;MIN
12;Gorgui Dieng;1413480;MIN
13;Robbie Hummel;880000;MIN
14;Justin Hamilton;816482;MIN
15;Lorenzo Brown;283367;MIN
16;Miroslav Raduljica;96100;MIN
17;Arinze Onuaku;43226;MIN
18;Sean Kilpatrick;29843;MIN
1;Eric Gordon;14898938;NOP
2;Tyreke Evans;10763500;NOP
3;Jrue Holiday;9904495;NOP
4;Ryan Anderson;8491500;NOP
5;Omer Asik;8374646;NOP
6;Anthony Davis;5607240;NOP
7;Quincy Pondexter;3146068;NOP
8;Norris Cole;2038206;NOP
9;Alexis Ajinca;981084;NOP
10;Luke Babbitt;981084;NOP
11;Jimmer Fredette;948163;NOP
12;Dante Cunningham;831942;NOP
13;Jeff Withey;816482;NOP
14;Gal Mekel;633974;NOP
15;Darius Miller;400000;NOP
16;Toney Douglas;268974;NOP
17;Elliot Williams;107676;NOP
18;Patric Young;100000;NOP
19;Nate Wolters;96056;NOP
1;Amare Stoudemire;23410988;NYK
2;Carmelo Anthony;22458000;NYK
3;Andrea Bargnani;11500000;NYK
4;Jose Calderon;7097191;NYK
5;Samuel Dalembert;3867282;NYK
6;Alexey Shved;3282056;NYK
7;Jason Smith;3278000;NYK
8;Shane Larkin;1606080;NYK
9;Tim Hardaway;1250640;NYK
10;Arnett Moultrie;1136160;NYK
11;Cole Aldrich;981084;NYK
12;Quincy Acy;915243;NYK
13;Cleanthony Early;507336;NYK
14;Travis Wear;507336;NYK
15;Louis Amundson;409167;NYK
16;Lance Thomas;403784;NYK
17;Langston Galloway;235762;NYK
18;Ricky Ledo;96056;NYK
19;Alex Kirk;65000;NYK
20;Orlando Sanchez;15000;NYK
1;Kevin Durant;18995624;OKC
2;Russell Westbrook;15719062;OKC
3;Serge Ibaka;12350000;OKC
4;Enes Kanter;5694674;OKC
5;Dion Waiters;4062000;OKC
6;Steve Novak;3445946;OKC
7;Anthony Morrow;3200000;OKC
8;D.J. Augustin;3000000;OKC
9;Nick Collison;2242003;OKC
10;Jeremy Lamb;2202000;OKC
11;Steven Adams;2184960;OKC
12;Mitch McGary;1400040;OKC
13;Andre Roberson;1160880;OKC
14;Perry Jones;1129200;OKC
15;Kyle Singler;1090000;OKC
16;Sebastian Telfair;915243;OKC
1;Channing Frye;8175476;ORL
2;Glen Davis;6600000;ORL
3;Victor Oladipo;4978200;ORL
4;Ben Gordon;4500000;ORL
5;Aaron Gordon;3992040;ORL
6;Al Harrington;3805000;ORL
7;Nikola Vucevic;2751260;ORL
8;Luke Ridnour;2750000;ORL
9;Elfrid Payton;2397840;ORL
10;Tobias Harris;2380594;ORL
11;Maurice Harkless;1887840;ORL
12;Anthony Randolph;1825359;ORL
13;Andrew Nicholson;1545840;ORL
14;Evan Fournier;1483920;ORL
15;Willie Green;1448490;ORL
16;Kyle OQuinn;915243;ORL
17;Devyn Marble;884879;ORL
18;Dewayne Dedmon;816482;ORL
19;Peyton Siva;100000;ORL
20;Seth Curry;100000;ORL
1;JaVale McGee;11250000;PHI
2;Jason Richardson;6601125;PHI
3;Joel Embiid;4427640;PHI
4;Luc Mbah a Moute;4382576;PHI
5;Thomas Robinson;3678360;PHI
6;Andrei Kirilenko;3326235;PHI
7;Nerlens Noel;3315120;PHI
8;Furkan Aldemir;3000000;PHI
9;Travis Outlaw;3000000;PHI
10;Eric Maynor;2106720;PHI
11;Ronny Turiaf;1500000;PHI
12;Tony Wroten;1210080;PHI
13;Marquis Teague;1120920;PHI
14;Robert Covington;1000000;PHI
15;Ish Smith;981084;PHI
16;Henry Sims;915243;PHI
17;Jerami Grant;884879;PHI
18;Isaiah Canaan;816482;PHI
19;Hollis Thompson;816482;PHI
20;JaKarr Sampson;507336;PHI
21;Glenn Robinson;507336;PHI
22;Malcolm Thomas;474000;PHI
23;Pierre Jackson;400000;PHI
24;Jarvis Varnado;75000;PHI
25;Larry Drew;59686;PHI
26;Tim Frazier;59686;PHI
27;Drew Gordon;40000;PHI
1;Eric Bledsoe;12173913;PHO
2;Marcus Thornton;8575000;PHO
3;Josh Childress;7317500;PHO
4;P.J. Tucker;5700000;PHO
5;Brandan Wright;5000000;PHO
6;Alex Len;3649920;PHO
7;Brandon Knight;3553917;PHO
8;Gerald Green;3500000;PHO
9;Markieff Morris;2989239;PHO
10;Marcus Morris;2943221;PHO
11;Danny Granger;2077000;PHO
12;John Salmons;2000000;PHO
13;T.J. Warren;1953120;PHO
14;Reggie Bullock;1200720;PHO
15;Archie Goodwin;1112280;PHO
16;Kendall Marshall;915243;PHO
17;Tony Mitchell;816482;PHO
18;Michael Beasley;777778;PHO
19;Earl Barron;107676;PHO
20;A.J. Price;62552;PHO
21;Seth Curry;48028;PHO
22;Jerel McNeal;29843;PHO
1;Brandon Roy;19317326;POR
2;LaMarcus Aldridge;16006000;POR
3;Nicolas Batum;11765500;POR
4;Arron Afflalo;7750000;POR
5;Wesley Matthews;7245640;POR
6;Robin Lopez;6124728;POR
7;Chris Kaman;4800000;POR
8;Damian Lillard;3340920;POR
9;Dorell Wright;3150000;POR
10;Joel Freeland;3013512;POR
11;C.J. McCollum;2421000;POR
12;Meyers Leonard;2317920;POR
13;Steve Blake;2077000;POR
14;Alonzo Gee;1063384;POR
15;Diante Garrett;915243;POR
16;Allen Crabbe;862000;POR
17;Tim Frazier;50734;SAC
1;Rudy Gay;19317325;SAC
2;DeMarcus Cousins;13701250;SAC
3;Carl Landry;6500000;SAC
4;Derrick Williams;6331404;SAC
5;Jason Thompson;6037500;SAC
6;Darren Collison;4797664;SAC
7;Andre Miller;4625000;SAC
8;Ben McLemore;3026280;SAC
9;Nik Stauskas;2745840;SAC
10;Reggie Evans;1768653;SAC
11;Ryan Hollins;1316809;SAC
12;Omri Casspi;1063384;SAC
13;Wayne Ellington;923780;SAC
14;Ray McCallum;816482;SAC
15;Eric Moreland;507336;SAC
16;Quincy Miller;107676;SAC
17;David Stockton;29843;SAC
18;David Wear;29843;SAC
19;Sim Bhullar;29843;SAC
1;Tony Parker;12500000;SAS
2;Tim Duncan;10000000;SAS
3;Tiago Splitter;9250000;SAS
4;Boris Diaw;7500000;SAS
5;Manu Ginobili;7000000;SAS
6;Danny Green;4025000;SAS
7;Patrick Mills;3842105;SAS
8;Kawhi Leonard;2894059;SAS
9;Marco Belinelli;2873750;SAS
10;Aron Baynes;2077000;SAS
11;Cory Joseph;2023261;SAS
12;Jeff Ayres;1828750;SAS
13;Matt Bonner;1448490;SAS
14;Kyle Anderson;1093680;SAS
15;Austin Daye;1063384;SAS
16;Reggie Williams;125104;SAS
17;Bryce Cotton;50000;SAS
18;Josh Davis;20000;SAS
1;Kyle Lowry;12000000;TOR
2;DeMar DeRozan;9500000;TOR
3;Amir Johnson;7000000;TOR
4;Greivis Vasquez;6400000;TOR
5;Landry Fields;6250000;TOR
6;Chuck Hayes;5958750;TOR
7;Patrick Patterson;5831326;TOR
8;Lou Williams;5450000;TOR
9;Jonas Valanciunas;3678360;TOR
10;Tyler Hansbrough;3326235;TOR
11;Terrence Ross;2793960;TOR
12;James Johnson;2500000;TOR
13;Lucas Nogueira;1762680;TOR
14;Bruno Caboclo;1458360;TOR
15;Greg Stiemsma;981084;TOR
16;Marcus Camby;646609;TOR
17;Will Cherry;25000;TOR
1;Gordon Hayward;14746000;UTA
2;Derrick Favors;12833333;UTA
3;Kendrick Perkins;9654342;UTA
4;Trevor Booker;5000000;UTA
5;Dante Exum;3615000;UTA
6;Alec Burks;3034356;UTA
7;Trey Burke;2548560;UTA
8;Jeremy Evans;1794871;UTA
9;Rodney Hood;1290360;UTA
10;Rudy Gobert;1127400;UTA
11;Carrick Felix;816482;UTA
12;Grant Jerrett;816481;UTA
13;Joe Ingles;507336;UTA
14;Toure Murry;250000;UTA
15;Elijah Millsap;241731;UTA
16;Jack Cooley;187357;UTA
17;Chris Johnson;166897;UTA
18;Bryce Cotton;152200;UTA
19;Dee Bost;65000;UTA
20;Dee Bost;65000;UTA
21;Kevin Murphy;65000;UTA
22;Elliot Williams;53838;UTA
23;Jerrelle Benimon;29843;UTA
1;John Wall;14746000;WAS
2;Nene Hilario;13000000;WAS
3;Marcin Gortat;10434782;WAS
4;Andray Blatche;8471339;WAS
5;Martell Webster;5381750;WAS
6;Paul Pierce;5305000;WAS
7;Bradley Beal;4505280;WAS
8;Otto Porter;4470480;WAS
9;Kris Humphries;4300000;WAS
10;Kevin Seraphin;3898692;WAS
11;Ramon Sessions;2077000;WAS
12;DeJuan Blair;2000000;WAS
13;Rasual Butler;1448490;WAS
14;Drew Gooden;1448000;WAS
15;Garrett Temple;981084;WAS
16;Glen Rice;400000;WAS
17;Will Bynum;144468;WAS
18;Toure Murry;96056;WAS
